Company,Handle,Twitter_Descr,verified
kellogg,Stephen_Kellogg,"Family guy, storyteller, song chaser, writer, entertainer, musician (in that order).",True
kellogg,CoachKellogg,,True
kellogg,KelloggOx,We are the University of Oxford's most international and egalitarian graduate college. Follow us for news & information.,True
kellogg,KelloggsIndia,"Help your mornings #GetReal with delicious Kesar, Pista, & Badam in cornflakes. Try the all new real range of Kellogg’s cornflakes!",True
kellogg,kelloggshelp_uk,Hello! We're the careline team at Kellogg's HQ - here to help with any questions you might have! Please note - we're active Mon-Fri between 8am and 5pm :),True
kellogg,ClarkKelloggCBS,CBS College Basketball Analyst/ Analyst for the NBA2K franchise/ Grateful and Blessed. For Inquiries: BHeight@groupcse.com,True
kellogg,SquaresRK,Official account Kellogg’s Squares... It's all lies - they're not even square!         Our page is for ages 17+,True
kellogg,KelloggsCareers,"A “snack-sized” sneak peek into what #LifeAtK is really like.
WARNING: This profile may cause hunger and a desire to join the Kellogg family.",True
kellogg,Cecilyk,Kick ass marketer. Mom. Wife. Radical. Your shirt is adorable!,True
kellogg,KelloggsUKI,"Instagram: https://t.co/K719lBNPrd 

Need a hand with something?@kelloggshelp_uk is on hand and happy to assist with any queries!",True
kimberly-clark,KCCorp,Kimberly-Clark and our well-known brands are passionate about providing you with the essentials for a better life.,True
kimberly-clark,inspiremartech,"CMO at Gannett - USA Today Network | ex Spotify, Freshly, Kimberly Clark. Investor. Cricket, Tennis & Nichiren Buddhism. My 3 girls. All views re my own.",True
kimberly-clark,CoachDMahoney,Recruiting Coordinator @ Navy Football* Ops manager @ Kimberly Clark ‘13-‘17*Naval Supply Officer ‘07-‘13*Navy Football ‘03-‘07*Midshipman c/o ‘07*Navy Prep '03,True
kroger,kroger,Fresh food. Fresh takes. Fresh For Everyone. 🥬🍔🍎🥑🥐🧁🥒🛒,True
kroger,KrogerNews,"Corp. Announcements, Breaking News, Sustainability and Community Updates from The Kroger Co. and our Family of Stores. Visit @Kroger for Customer Service.",True
kroger,KrogerChefbot,"Hi! I’m Chefbot, here to end food waste by helping you cook with what you already have at home. I get smarter the more you put me to work, so let's get cooking!",True
legg mason,CitiOpen,"🎾 ATP 500 & WTA International Series Tournament 📍Washington, DC 🆕 📆 Jul. 31-Aug. 8, 2021",True
lennar,Lennar,"Lennar is a national homebuilding company, offering new homes across America in the most desirable real estate markets.",True
lilly (eli) &,LillyPad,Lilly unites caring with discovery to create medicines that make life better for people around the world. https://t.co/9QEZusdKd9,True
lilly (eli) &,LillyCareers,Lilly unites caring with discovery to create medicines that make life better for people around the world. Join us! Contact + community: https://t.co/kmcZ4vksWQ,True
lilly (eli) &,LillyPadEU,"The Eli Lilly and Company BXL team official Twitter
profile - Tweets on EU Health Policy, Innovation, Life at Lilly and
Corporate Responsibility",True
lilly (eli) &,MTAYinh,Director with Eli Lilly,True
lilly (eli) &,EliLillyItalia,Canale ufficiale Twitter di Lilly Italia.,True
l brands inc,MDLZ,Official home for news about Mondelēz International and our iconic brands. We empower people to snack right around the world! DM for product questions.,True
lincoln national,LincolnUSForest,"Lincoln National Forest
3463 Las Palomas Rd
Alamogordo, NM 88310
575-434-7200",True
lincoln national,lincolnfingroup,Taking care of you and your loved ones for over 115 years.,True
lincoln national,NationalMallNPS,"Official feed for National Mall and Memorial Parks, National Park Service - caretakers of the Washington Monument, Lincoln Memorial, National Mall sites & more!",True
lincoln national,MITLL,MIT Lincoln Laboratory is an FFRDC chartered to apply advanced technology to problems of national security.,True
lincoln national,LincolnBoyhood,"Lincoln Boyhood National Memorial preserves the site of the farm where Abraham Lincoln spent 14 formative years of his life, from the ages of 7-21.",True
lincoln national,LincolnBirthNPS,"Abraham Lincoln Birthplace National Historical Park preserves the two farms where Abraham Lincoln was born February 12, 1809, and lived on till he was 7.",True
lincoln national,NWSLincolnIL,"Official Twitter account for the National Weather Service Lincoln, IL. Details: https://t.co/1FAXtAraB7",True
lincoln national,lincolnSU,"University of Lincoln Students' Union. 
Voted as a Top 20 Students' Union in the National Student Survey 2019.
Your experience is our priority.",True
lincoln national,National_Ag_Lib,"We are the world's largest library devoted to agriculture.  Covering: crops, animals, food, nutrition, safety, health, water quality, invasives,  and much more.",True
lincoln national,fordstheatre,"Site of Lincoln's assassination. A working theatre, historical monument & museum celebrating #LincolnLegacy. https://t.co/FVBiVb7YlL",True
lincoln national,LincolnHomeNPS,"Official Twitter feed for Lincoln Home National Historic Site. Preserved and restored to its 1860 appearance in Springfield, Illinois.",True
kate spade &,katespadeny,"who we are is intertwined with who you are. we are all the heroines of
our own stories. we are kate spade new york.",True
lockheed martin,LockheedMartin,"Customer focus, innovation and purpose are built into everything we do. Lockheed Martin. Your Mission Is Ours®.",True
lockheed martin,lmnews,Your source for the latest news at Lockheed Martin.,True
lockheed martin,LMUKNews,Creating security and prosperity for the UK. Lockheed Martin. Your Mission is Ours.™,True
lockheed martin,thef35,The official Twitter account of the @LockheedMartin F-35 Lightning II - the world's only 5th Generation multirole stealth fighter,True
lockheed martin,LMIndiaNews,Welcome to the official profile of @LockheedMartin in India. Your Mission Is Ours®.,True
lockheed martin,LMCanadaNews,Welcome to the official account of @LockheedMartin in Canada,True
lockheed martin,LMMiddleEast,نبني شراكات في الشرق الأوسط لأكثر من 50 عاما Building partnerships in the Middle East for over 50 years @LockheedMartin,True
lockheed martin,LMPolandNews,Witamy na oficjalnym profilu @LockheedMartin w Polsce,True
lockheed martin,LMGermanyNews,"Kundenfokus, Innovation und Zielorientierung sind Teil von allem, was wir bei @LockheedMartin tun. Your Mission is Ours.™",True
lockheed martin,ArmedForcesBowl,Official account of the Lockheed Martin Armed Forces Bowl. The bowl game that pays full tribute to our nation’s military and their families.,True
lockheed martin,LMJapanNews,"【日本ロッキード マーティン 公式アカウント】
日本語で情報を提供します！
Welcome to the official account of Lockheed Martin Japan! @lockheedmartin",True
loews,Loews_Hotels,Welcoming You Like Family. Showcase your journey with #LoewsHotels and use #BookLoews for reservation inquiries.,True
loews,AMCTheatres,"AMC Theatres delivers the most entertaining movie-going experience in the world. Follow us for all things movies! For questions/feedback, reach out to @AMCHelps",True
loews,thewarfield,Tickets for all our shows on sale at https://t.co/uDehZIGfOi | @goldenvoice,True
loews,MGMTelevision,Follow @mgm_studios for updates!,True
loews,Marcus_Theatres,"We create Magical Movie Memories by operating the finest cinemas in America. Follow us for exciting movie news, fun giveaways, and much more!  #OnlyAtMarcus",True
loews,AMCHelps,"AMC’s Guest Services team, here to assist with any issues or questions! For movie news, contests & giveaways: @AMCTheatres.",True
loews,themidland,90 year-old historic concert venue in downtown Kansas City. https://t.co/9MJ4RHXCaJ https://t.co/wY5GqUKcMo,True
loews,LvillePalace,"Follow us for updates about events, tickets, onsale dates and more happenings at Louisville Palace!",True
loews,ProvPacRI,"PPAC is a world-class facility hosting Broadway touring shows, plays, contemporary acts, concerts, and much more.",True
loews,AMCArtisanFilms,"Curated & Contemporary Films at AMC 🎞 For questions/feedback, reach out to @AMCHelps",True
range resources,SignifyUni,Brighter by the day! Signify Lighting Academy offers a comprehensive range of educational resources for people who want to expand their lighting knowledge.,True
mattel,Mattel,We are a creations company that inspires the wonder of childhood!,True
mattel,trixiemattel,"☀️ Blister In The Sun out 2/5
Management/Booking : booktrixiemattel@gmail.com @pegmgmt",True
mccormick &,SierraNMcCormic,"ACAB , She/her, #blacklivesmatter",True
mccormick &,McCormickCorp,The official Twitter account of McCormick & Company.,True
mccormick &,mccormickspices,"Official McCormick Spices Twitter page. Follow us for flavorful recipes and tips. Consumer Affairs hours are 8:30AM-5:00PM EST, Monday-Friday.",True
mccormick &,TyMcCormick,Deputy editor @ForeignAffairs.com. Former Africa editor @ForeignPolicy. Book coming soon: BEYOND THE SAND AND SEA: One Family's Quest for a Country to Call Home,True
mccormick &,McCormickJohn,"@WSJ national political reporter. Former Bloomberg, Chicago Tribune and Des Moines Register. Eagle Scout. MN native.",True
mccormick &,KathrynrMcc,"Professional Dancer + Educator
Certified Neurosculpting® Facilitator
https://t.co/T4afprEavL 
https://t.co/12Zavg5CjE…
https://t.co/PfzdxUCnMf…",True
mccormick &,neil_mccormick,Daily Telegraph music critic. Vintage TV presenter. Author of Killing Bono & #Zero.,True
mccormick &,cmccormick08,Retired NHL player | Proud Ojibway | Member of Chippewas of the Thames First Nation | Speaker | Hockey Skills Coach,True
mccormick &,sadogre,"Voice actor RvB, RWBY,Camp Camp, etc.; Dr. Abrams in Day 5. Fan of @Royals & @Chiefs.
Creating via @819Entertain 
chris@conventionsetc.info for conventions.",True
mccormick &,emily_mcck,"Reporter @yahoofinance in NYC. Previously with @business, @dailybruin. Alum @UCLA.",True
mccormick &,HyattMcCormick,Stay Social with our downtown Chicago hotel connected to McCormick Place and walking distance to Soldier Field.,True
mccormick &,McCormick4Chefs,"The official account of McCormick for Chefs. 👩‍🍳👨‍🍳 
Follow us and share how you bring flavor to life. #McCormick4Chefs",True
mccormick &,RichforGA,"Presidential Endorsement @realDonaldTrump ""ALL IN"" #GA7, Republican, Christian, GOP, Decorated US Marine, ER, MD, Husband, Father DONATE TEXT MCCORMICK to 22525",True
mcdonald's,McDonalds,"Golden arches beam 
Beckoning me in to eat
 ""A number 1, please!"" 
- poet @bassicwood",True
mcdonald's,McDonaldsCorp,"We’re feeding and fostering communities around the world. Follow along for updates from McDonald's.

For customer service support, visit: https://t.co/rJg2eBuxTH",True
mcdonald's,maccas,Welcome to the official Twitter Account of McDonald's Australia.,True
mcdonald's,McDonaldsPK,Welcome to the McDonald’s Pakistan Twitter Profile!,True
mcdonald's,McDonaldsUKNews,"Official news and updates from the McDonald’s UK Communications team. We’re here Monday to Friday, 9am-5pm. For press enquiries, email pressoffice@uk.mcd.com",True
mcdonald's,McDonaldsCanada,,True
mcdonald's,McDonaldsUK,From hashtags to Hash Browns it's all here. For Help: https://t.co/sS9BPV5LJn,True
mcdonald's,McD_EastIowa,Official McDonald’s for the Eastern Iowa area!Follow us for the tastiest promos and exclusive giveaways!,True
mcdonald's,Mcdonaldsoman,The official page for McDonald’s Oman. Download the app for great offers. 👇🏼📲,True
mcdonald's,mcdonaldsindia,"West and South.🍟
Serving happiness with extra care.",True
mcdonald's,McDo_PH,"Dedicated to all of our fans who say, ‘love ko ‘to.’",True
mcdonald's,QuadCitiesMcD,Official McDonald’s for the Quad Cities area! Follow us for the tastiest promos and exclusive giveaways!,True
mcdonald's,RMHC,Ronald McDonald House Charities serves children & families worldwide through family-centered programs which promote health & togetherness. #KeepingFamiliesClose,True
mcdonald's,McDonalds_SA,Serving little moments of lovin’ since 95’,True
mcdonald's,MaccasNZ,Welcome to the official McDonald’s NZ Twitter account! Follow us for news and some great deals.,True
mcdonald's,McDonaldsUAE,Hashtags? Hashbrowns? We’ve got it covered. Welcome to the official page of McDonald's UAE,True
